biz_date,biz_hour,post_count
20170323,10,413122
20170323,11,318540
20170323,12,218877
20170323,13,143029
20170323,14,155679
20170323,15,197937
20170323,16,168797
20170323,17,112036
20170323,18,60838
20170323,19,28384
20170323,20,12032
20170323,21,5321
20170323,22,1904
20170323,23,749
20170324,00,186
20170324,01,64
20170324,03,4
20170324,04,1
20170324,05,151
20170324,06,846
20170324,07,5931
20170324,08,122641
20170324,09,371345
20170324,10,421895
20170324,11,328944
20170324,12,223187
20170324,13,147754
20170324,14,153053
20170324,15,193486
20170324,16,169920
20170324,17,113910
20170324,18,63384
20170324,19,29853
20170324,20,13284
20170324,21,5653
20170324,22,2325
20170324,23,887
20170325,00,232
20170325,01,72
20170325,03,1
20170325,04,25
20170325,05,99
20170325,06,966
20170325,07,7061
20170325,08,122270
20170325,09,358674
20170325,10,397617
20170325,11,315796
20170325,12,209480
20170325,13,137207
20170325,14,153027
20170325,15,192987
20170325,16,166546
20170325,17,101243
20170325,18,49713
20170325,19,22408
20170325,20,10216
20170325,21,4769
20170325,22,1612
20170325,23,649
20170326,00,181
20170326,01,120
20170326,02,18
20170326,03,10
20170326,04,26
20170326,05,257
20170326,06,1011
20170326,07,8496
20170326,08,131888
20170326,09,344767
20170326,10,375638
20170326,11,290694
20170326,12,189839
20170326,13,130689
20170326,14,149291
20170326,15,184880
20170326,16,151977
20170326,17,89076
20170326,18,44263
20170326,19,20439
20170326,20,9181
20170326,21,4923
20170326,22,1652
20170326,23,634
20170327,00,316
20170327,01,74
20170327,02,65
20170327,03,7
20170327,04,5
20170327,05,132
20170327,06,1137
20170327,07,11827
20170327,08,162364
20170327,09,370473
20170327,10,364005
20170327,11,281128
20170327,12,194631
20170327,13,133147
20170327,14,148338
20170327,15,172308
20170327,16,137867
20170327,17,82751
20170327,18,44212
20170327,19,19364
20170327,20,8483
20170327,21,3969
20170327,22,1511
20170327,23,704
20170328,00,347
20170328,01,56
20170328,02,12
20170328,03,53
20170328,04,3
20170328,05,78
20170328,06,823
20170328,07,9470
20170328,08,156824
20170328,09,389369
20170328,10,386480
20170328,11,282006
20170328,12,171147
20170328,13,114699
20170328,14,144978
20170328,15,175177
20170328,16,135274
20170328,17,76840
20170328,18,36837
20170328,19,14682
20170328,20,6767
20170328,21,2899
20170328,22,795
20170328,23,529
20170329,00,122
20170329,01,95
20170329,02,11
20170329,04,3
20170329,05,87
20170329,06,1046
20170329,07,8166
20170329,08,149916
20170329,09,395204
20170329,10,405240
20170329,11,305331
20170329,12,191094
20170329,13,126002
20170329,14,150909
20170329,15,186877
20170329,16,150794
20170329,17,90119
20170329,18,44155
20170329,19,18122
20170329,20,7811
20170329,21,3600
20170329,22,1300
20170329,23,509
20170330,00,214
20170330,01,99
20170330,02,31
20170330,03,23
20170330,04,8
20170330,05,111
20170330,06,958
20170330,07,7058
20170330,08,136526
20170330,09,389443
20170330,10,386707
20170330,11,304513
20170330,12,201285
20170330,13,139731
20170330,14,153917
20170330,15,189302
20170330,16,157427
20170330,17,96237
20170330,18,48948
20170330,19,19701
20170330,20,8839
20170330,21,4164
20170330,22,1380
20170330,23,358
20170331,00,153
20170331,01,48
20170331,02,31
20170331,03,2
20170331,04,47
20170331,05,145
20170331,06,943
20170331,07,7853
20170331,08,130168
20170331,09,371504
20170331,10,402967
20170331,11,317302
20170331,12,211235
20170331,13,141189
20170331,14,152834
20170331,15,191183
20170331,16,159799
20170331,17,104380
20170331,18,57484
20170331,19,25963
20170331,20,11712
20170331,21,5054
20170331,22,1850
20170331,23,610
20170401,00,127
20170401,01,295
20170401,02,45
20170401,03,20
20170401,04,43
20170401,05,66
20170401,06,847
20170401,07,8045
20170401,08,141736
20170401,09,386106
20170401,10,401781
20170401,11,305627
20170401,12,198002
20170401,13,133432
20170401,14,150189
20170401,15,188307
20170401,16,156434
20170401,17,96387
20170401,18,50473
20170401,19,22249
20170401,20,10495
20170401,21,4567
20170401,22,1598
20170401,23,705
20170402,00,342
20170402,01,176
20170402,02,52
20170402,03,12
20170402,04,29
20170402,05,77
20170402,06,1146
20170402,07,9837
20170402,08,145019
20170402,09,363786
20170402,10,367926
20170402,11,274133
20170402,12,167789
20170402,13,114778
20170402,14,140480
20170402,15,171922
20170402,16,139659
20170402,17,79640
20170402,18,36917
20170402,19,15421
20170402,20,6515
20170402,21,3120
20170402,22,1148
20170402,23,434
20170403,00,263
20170403,01,149
20170403,02,4
20170403,03,20
20170403,04,19
20170403,05,123
20170403,06,961
20170403,07,11416
20170403,08,163834
20170403,09,344441
20170403,10,335053
20170403,11,234486
20170403,12,143367
20170403,13,106720
20170403,14,136987
20170403,15,160436
20170403,16,122924
20170403,17,66676
20170403,18,31285
20170403,19,13655
20170403,20,6776
20170403,21,3246
20170403,22,1326
20170403,23,460
20170404,00,245
20170404,01,78
20170404,02,14
20170404,04,35
20170404,05,193
20170404,06,1012
20170404,07,12971
20170404,08,164613
20170404,09,342546
20170404,10,330979
20170404,11,239356
20170404,12,143968
20170404,13,111667
20170404,14,142306
20170404,15,161427
20170404,16,122480
20170404,17,65570
20170404,18,31197
20170404,19,13243
20170404,20,7335
20170404,21,3204
20170404,22,1218
20170404,23,684
20170405,00,127
20170405,01,16
20170405,02,21
20170405,04,31
20170405,05,267
20170405,06,1694
20170405,07,16322
20170405,08,190995
20170405,09,366062
20170405,10,328195
20170405,11,238983
20170405,12,156328
20170405,13,116071
20170405,14,144922
20170405,15,162907
20170405,16,118593
20170405,17,63288
20170405,18,30201
20170405,19,13354
20170405,20,6320
20170405,21,2829
20170405,22,1073
20170405,23,560
20170406,00,201
20170406,01,56
20170406,02,19
20170406,03,1
20170406,04,6
20170406,05,200
20170406,06,895
20170406,07,12254
20170406,08,175201
20170406,09,388301
20170406,10,366921
20170406,11,260031
20170406,12,149223
20170406,13,108374
20170406,14,143651
20170406,15,163204
20170406,16,123914
20170406,17,69548
20170406,18,32685
20170406,19,12264
20170406,20,5854
20170406,21,2330
20170406,22,1142
20170406,23,293
20170407,00,113
20170407,01,21
20170407,04,38
20170407,05,100
20170407,06,784
20170407,07,8964
20170407,08,145461
20170407,09,400691
20170407,10,417469
20170407,11,315573
20170407,12,201470
20170407,13,133173
20170407,14,154294
20170407,15,203467
20170407,16,170307
20170407,17,105039
20170407,18,53134
20170407,19,21624
20170407,20,8874
20170407,21,4086
20170407,22,1658
20170407,23,571
20170408,00,224
20170408,01,24
20170408,02,54
20170408,03,5
20170408,04,11
20170408,05,101
20170408,06,949
20170408,07,7835
20170408,08,136564
20170408,09,389835
20170408,10,434362
20170408,11,335633
20170408,12,222193
20170408,13,144987
20170408,14,157051
20170408,15,215250
20170408,16,187375
20170408,17,113269
20170408,18,55286
20170408,19,24264
20170408,20,10022
20170408,21,4669
20170408,22,1838
20170408,23,570
20170409,00,321
20170409,01,162
20170409,02,86
20170409,04,54
20170409,05,118
20170409,06,972
20170409,07,8115
20170409,08,126480
20170409,09,359168
20170409,10,403844
20170409,11,323932
20170409,12,212243
20170409,13,145685
20170409,14,162224
20170409,15,211303
20170409,16,184825
20170409,17,110912
20170409,18,56341
20170409,19,24736
20170409,20,11404
20170409,21,5177
20170409,22,2522
20170409,23,882
20170410,00,328
20170410,01,165
20170410,03,8
20170410,04,2
20170410,05,192
20170410,06,1292
20170410,07,10698
20170410,08,145009
20170410,09,381682
20170410,10,401358
20170410,11,322734
20170410,12,231995
20170410,13,160135
20170410,14,160470
20170410,15,191835
20170410,16,168406
20170410,17,111311
20170410,18,65908
20170410,19,30841
20170410,20,13458
20170410,21,6450
20170410,22,2941
20170410,23,801
20170411,00,457
20170411,01,68
20170411,02,66
20170411,03,71
20170411,04,62
20170411,05,196
20170411,06,1033
20170411,07,10104
20170411,08,155092
20170411,09,402597
20170411,10,421021
20170411,11,320545
20170411,12,213250
20170411,13,140753
20170411,14,159748
20170411,15,194704
20170411,16,163940
20170411,17,106658
20170411,18,57382
20170411,19,25650
20170411,20,11724
20170411,21,5882
20170411,22,1861
20170411,23,676
20170412,00,430
20170412,01,186
20170412,02,50
20170412,03,36
20170412,04,65
20170412,05,168
20170412,06,1081
20170412,07,9436
20170412,08,156792
20170412,09,91309
20170412,10,512251
20170412,11,402454
20170412,12,248181
20170412,13,152627
20170412,14,165134
20170412,15,208701
20170412,16,177630
20170412,17,123329
20170412,18,73056
20170412,19,32884
20170412,20,14937
20170412,21,6814
20170412,22,3071
20170412,23,1292
20170413,00,410
20170413,01,134
20170413,02,40
20170413,04,34
20170413,05,80
20170413,06,1097
20170413,07,10323
20170413,08,155873
20170413,09,408548
20170413,10,431129
20170413,11,335703
20170413,12,227746
20170413,13,147992
20170413,14,162262
20170413,15,205355
20170413,16,180540
20170413,17,121036
20170413,18,71245
20170413,19,32231
20170413,20,14693
20170413,21,6922
20170413,22,2823
20170413,23,978
20170414,00,311
20170414,01,64
20170414,02,50
20170414,04,13
20170414,05,253
20170414,06,1391
20170414,07,10131
20170414,08,157423
20170414,09,415703
20170414,10,428697
20170414,11,336555
20170414,12,227265
20170414,13,145899
20170414,14,159889
20170414,15,204484
20170414,16,176745
20170414,17,116541
20170414,18,66051
20170414,19,31345
20170414,20,13876
20170414,21,6922
20170414,22,2827
20170414,23,1149
20170415,00,398
20170415,01,274
20170415,02,37
20170415,03,22
20170415,04,20
20170415,05,108
20170415,06,1082
20170415,07,10992
20170415,08,155251
20170415,09,400426
20170415,10,425271
20170415,11,324366
20170415,12,208349
20170415,13,137645
20170415,14,160601
20170415,15,206402
20170415,16,178469
20170415,17,108364
20170415,18,53649
20170415,19,22711
20170415,20,11061
20170415,21,5064
20170415,22,2206
20170415,23,708
20170416,00,208
20170416,01,220
20170416,02,22
20170416,04,35
20170416,05,184
20170416,06,1261
20170416,07,10918
20170416,08,152413
20170416,09,377435
20170416,10,406519
20170416,11,314049
20170416,12,202737
20170416,13,135846
20170416,14,159651
20170416,15,201301
20170416,16,166371
20170416,17,98859
20170416,18,47083
20170416,19,21836
20170416,20,9670
20170416,21,4901
20170416,22,2138
20170416,23,1096
20170417,00,243
20170417,01,145
20170417,02,20
20170417,03,1
20170417,04,37
20170417,05,133
20170417,06,1739
20170417,07,13483
20170417,08,158884
20170417,09,399867
20170417,10,403423
20170417,11,322702
20170417,12,225585
20170417,13,152574
20170417,14,160253
20170417,15,196071
20170417,16,162801
20170417,17,104847
20170417,18,57735
20170417,19,26125
20170417,20,12037
20170417,21,6022
20170417,22,2068
20170417,23,997
20170418,00,495
20170418,01,106
20170418,02,59
20170418,03,3
20170418,04,99
20170418,05,197
20170418,06,1137
20170418,07,11643
20170418,08,181732
20170418,09,434565
20170418,10,431497
20170418,11,321636
20170418,12,204453
20170418,13,132119
20170418,14,159533
20170418,15,209202
20170418,16,175394
20170418,17,113733
20170418,18,59917
20170418,19,24762
20170418,20,11325
20170418,21,5091
20170418,22,1949
20170418,23,842
20170419,00,137
20170419,01,59
20170419,02,87
20170419,03,8
20170419,04,29
20170419,05,277
20170419,06,1637
20170419,07,11165
20170419,08,171060
20170419,09,435958
20170419,10,452593
20170419,11,349081
20170419,12,227626
20170419,13,147741
20170419,14,163735
20170419,15,224137
20170419,16,194769
20170419,17,132679
20170419,18,74334
20170419,19,31613
20170419,20,13377
20170419,21,6778
20170419,22,2615
20170419,23,824
20170420,00,243
20170420,01,237
20170420,02,58
20170420,03,44
20170420,04,15
20170420,05,242
20170420,06,1509
20170420,07,10051
20170420,08,154696
20170420,09,422528
20170420,10,457091
20170420,11,361231
20170420,12,250647
20170420,13,158647
20170420,14,169347
20170420,15,224937
20170420,16,205073
20170420,17,144631
20170420,18,85308
20170420,19,39966
20170420,20,18893
20170420,21,8162
20170420,22,3156
20170420,23,1370
20170421,00,611
20170421,01,206
20170421,02,55
20170421,03,20
20170421,04,9
20170421,05,316
20170421,06,1610
20170421,07,11088
20170421,08,157641
20170421,09,421883
20170421,10,460257
20170421,11,367338
20170421,12,257686
20170421,13,165774
20170421,14,168942
20170421,15,215889
20170421,16,200004
20170421,17,147550
20170421,18,91513
20170421,19,44934
20170421,20,22097
20170421,21,9820
20170421,22,3998
20170421,23,1358
20170422,00,518
20170422,01,223
20170422,02,53
20170422,03,13
20170422,04,97
20170422,05,319
20170422,06,1774
20170422,07,12352
20170422,08,154410
20170422,09,401498
20170422,10,443582
20170422,11,360099
20170422,12,250455
20170422,13,167785
20170422,14,173080
20170422,15,227717
20170422,16,209321
20170422,17,139999
20170422,18,80308
20170422,19,38968
20170422,20,20761
20170422,21,9341
20170422,22,4396
20170422,23,1774
20170423,00,667
20170423,01,310
20170423,02,98
20170423,03,57
20170423,04,76
20170423,05,209
20170423,06,1908
20170423,07,13947
20170423,08,165053
20170423,09,387943
20170423,10,421007
20170423,11,336184
20170423,12,227474
20170423,13,153075
20170423,14,169942
20170423,15,214100
20170423,16,185066
20170423,17,119491
20170423,18,68518
20170423,19,33903
20170423,20,17765
20170423,21,9042
20170423,22,3878
20170423,23,1291
20170424,00,687
20170424,01,159
20170424,02,44
20170424,03,23
20170424,04,88
20170424,05,286
20170424,06,2189
20170424,07,18732
20170424,08,194063
20170424,09,415070
20170424,10,412550
20170424,11,324761
20170424,12,234622
20170424,13,160771
20170424,14,166207
20170424,15,199784
20170424,16,167369
20170424,17,113606
20170424,18,66264
20170424,19,32960
20170424,20,16769
20170424,21,7573
20170424,22,2972
20170424,23,1422
20170425,00,499
20170425,01,202
20170425,02,88
20170425,04,2
20170425,05,243
20170425,06,1520
20170425,07,13540
20170425,08,183860
20170425,09,434584
20170425,10,434069
20170425,11,321547
20170425,12,209743
20170425,13,139939
20170425,14,165600
20170425,15,209091
20170425,16,173759
20170425,17,107886
20170425,18,55505
20170425,19,27078
20170425,20,13021
20170425,21,5865
20170425,22,2182
20170425,23,681
20170426,00,220
20170426,01,95
20170426,02,14
20170426,03,10
20170426,04,99
20170426,05,289
20170426,06,1371
20170426,07,11797
20170426,08,160682
20170426,09,430466
20170426,10,444764
20170426,11,351812
20170426,12,231002
20170426,13,147604
20170426,14,164731
20170426,15,218735
20170426,16,191611
20170426,17,129152
20170426,18,73720
20170426,19,33627
20170426,20,15594
20170426,21,6895
20170426,22,2907
20170426,23,933
20170427,00,560
20170427,01,15
20170427,02,1
20170427,03,39
20170427,04,34
20170427,05,272
20170427,06,1540
20170427,07,11111
20170427,08,163375
20170427,09,430838
20170427,10,465089
20170427,11,365274
20170427,12,252420
20170427,13,160813
20170427,14,166113
20170427,15,224593
20170427,16,200176
20170427,17,142066
20170427,18,80502
20170427,19,37683
20170427,20,17030
20170427,21,7478
20170427,22,3214
20170427,23,1120
20170428,00,403
20170428,01,67
20170428,02,8
20170428,04,14
20170428,05,408
20170428,06,1549
20170428,07,12563
20170428,08,179878
20170428,09,438844
20170428,10,452389
20170428,11,349924
20170428,12,233224
20170428,13,148242
20170428,14,164116
20170428,15,220960
20170428,16,198136
20170428,17,132515
20170428,18,74669
20170428,19,35625
20170428,20,16679
20170428,21,7702
20170428,22,2935
20170428,23,1157
20170429,00,449
20170429,01,160
20170429,02,123
20170429,03,57
20170429,04,25
20170429,05,253
20170429,06,1502
20170429,07,14329
20170429,08,171886
20170429,09,408292
20170429,10,427638
20170429,11,323634
20170429,12,205526
20170429,13,134420
20170429,14,155566
20170429,15,204677
20170429,16,177383
20170429,17,106038
20170429,18,52902
20170429,19,22864
20170429,20,10689
20170429,21,5212
20170429,22,2521
20170429,23,1183
20170430,00,446
20170430,01,189
20170430,02,74
20170430,03,8
20170430,04,13
20170430,05,147
20170430,06,1847
20170430,07,15592
20170430,08,178648
20170430,09,382172
20170430,10,383212
20170430,11,284286
20170430,12,179398
20170430,13,119709
20170430,14,147182
20170430,15,178765
20170430,16,145541
20170430,17,87791
20170430,18,42398
20170430,19,19316
20170430,20,10162
20170430,21,4662
20170430,22,1993
20170430,23,1066
20170501,00,462
20170501,01,166
20170501,02,69
20170501,03,30
20170501,04,6
20170501,05,223
20170501,06,1894
20170501,07,18155
20170501,08,188220
20170501,09,375696
20170501,10,365003
20170501,11,265797
20170501,12,162604
20170501,13,119125
20170501,14,153293
20170501,15,179030
20170501,16,137171
20170501,17,77978
20170501,18,39024
20170501,19,17331
20170501,20,8825
20170501,21,4337
20170501,22,2050
20170501,23,1084
20170502,00,371
20170502,01,120
20170502,02,84
20170502,03,11
20170502,04,5
20170502,05,343
20170502,06,2629
20170502,07,22789
20170502,08,221238
20170502,09,393148
20170502,10,362270
20170502,11,270370
20170502,12,183905
20170502,13,128825
20170502,14,154120
20170502,15,174956
20170502,16,130753
20170502,17,74584
20170502,18,35926
20170502,19,16552
20170502,20,6791
20170502,21,4974
20170502,22,1894
20170502,23,687
20170503,00,478
20170503,01,106
20170503,02,5
20170503,03,30
20170503,04,7
20170503,05,96
20170503,06,1473
20170503,07,18692
20170503,08,214117
20170503,09,426459
20170503,10,386602
20170503,11,263358
20170503,12,152972
20170503,13,113708
20170503,14,155784
20170503,15,189669
20170503,16,145687
20170503,17,80063
20170503,18,36336
20170503,19,15074
20170503,20,6531
20170503,21,3292
20170503,22,1176
20170503,23,659
20170504,00,170
20170504,01,88
20170504,02,93
20170504,04,5
20170504,05,92
20170504,06,1426
20170504,07,12172
20170504,08,164956
20170504,09,407619
20170504,10,440779
20170504,11,336849
20170504,12,220162
20170504,13,149454
20170504,14,168034
20170504,15,215675
20170504,16,191305
20170504,17,126388
20170504,18,71076
20170504,19,33413
20170504,20,14775
20170504,21,6723
20170504,22,3230
20170504,23,1025
20170505,00,339
20170505,01,81
20170505,02,4
20170505,04,21
20170505,05,113
20170505,06,1573
20170505,07,11805
20170505,08,165452
20170505,09,431816
20170505,10,468853
20170505,11,368678
20170505,12,252672
20170505,13,159581
20170505,14,166083
20170505,15,222655
20170505,16,205353
20170505,17,143644
20170505,18,86858
20170505,19,40745
20170505,20,19296
20170505,21,8495
20170505,22,3405
20170505,23,1572
20170506,00,592
20170506,01,266
20170506,02,50
20170506,04,17
20170506,05,326
20170506,06,1944
20170506,07,12192
20170506,08,161569
20170506,09,409202
20170506,10,458987
20170506,11,367913
20170506,12,246413
20170506,13,162040
20170506,14,172579
20170506,15,228663
20170506,16,212230
20170506,17,139667
20170506,18,76594
20170506,19,36195
20170506,20,18407
20170506,21,8247
20170506,22,3465
20170506,23,1641
20170507,00,728
20170507,01,249
20170507,02,48
20170507,03,28
20170507,04,13
20170507,05,161
20170507,06,2281
20170507,07,13173
20170507,08,160061
20170507,09,392157
20170507,10,439575
20170507,11,344418
20170507,12,227980
20170507,13,157981
20170507,14,170538
20170507,15,218995
20170507,16,193528
20170507,17,128694
20170507,18,69629
20170507,19,34435
20170507,20,17114
20170507,21,8588
20170507,22,3599
20170507,23,1333
20170508,00,670
20170508,01,253
20170508,02,29
20170508,04,22
20170508,05,224
20170508,06,2356
20170508,07,15289
20170508,08,177640
20170508,09,404814
20170508,10,420123
20170508,11,339298
20170508,12,246417
20170508,13,168563
20170508,14,169397
20170508,15,208462
20170508,16,178094
20170508,17,126067
20170508,18,73376
20170508,19,35193
20170508,20,17689
20170508,21,8626
20170508,22,3228
20170508,23,1308
20170509,00,505
20170509,01,229
20170509,02,83
20170509,04,3
20170509,05,243
20170509,06,1771
20170509,07,15253
20170509,08,189419
20170509,09,438709
20170509,10,448834
20170509,11,342558
20170509,12,224882
20170509,13,145594
20170509,14,163445
20170509,15,211476
20170509,16,179276
20170509,17,119715
20170509,18,67269
20170509,19,32309
20170509,20,15284
20170509,21,7674
20170509,22,2879
20170509,23,969
20170510,00,480
20170510,01,191
20170510,02,137
20170510,03,14
20170510,04,72
20170510,05,212
20170510,06,2222
20170510,07,14708
20170510,08,194043
20170510,09,463434
20170510,10,474122
20170510,11,358856
20170510,12,234756
20170510,13,147230
20170510,14,168687
20170510,15,225151
20170510,16,195196
20170510,17,132340
20170510,18,74902
20170510,19,34572
20170510,20,15596
20170510,21,7694
20170510,22,3330
20170510,23,1055
20170511,00,522
20170511,01,133
20170511,02,64
20170511,03,35
20170511,04,51
20170511,05,298
20170511,06,1801
20170511,07,13341
20170511,08,181835
20170511,09,454706
20170511,10,482564
20170511,11,369265
20170511,12,242961
20170511,13,156340
20170511,14,169008
20170511,15,230812
20170511,16,210083
20170511,17,140792
20170511,18,81541
20170511,19,36267
20170511,20,15601
20170511,21,7964
20170511,22,3093
20170511,23,1056
20170512,00,461
20170512,01,135
20170512,02,36
20170512,03,1
20170512,04,44
20170512,05,241
20170512,06,1913
20170512,07,12313
20170512,08,160948
20170512,09,430402
20170512,10,478157
20170512,11,381771
20170512,12,260303
20170512,13,172114
20170512,14,175055
20170512,15,236432
20170512,16,221809
20170512,17,156446
20170512,18,91997
20170512,19,43193
20170512,20,20262
20170512,21,9708
20170512,22,3537
20170512,23,1542
20170513,00,610
20170513,01,179
20170513,02,136
20170513,03,60
20170513,04,17
20170513,05,231
20170513,06,1940
20170513,07,13382
20170513,08,165083
20170513,09,434566
20170513,10,482421
20170513,11,390569
20170513,12,259741
20170513,13,166109
20170513,14,174916
20170513,15,238237
20170513,16,222213
20170513,17,152123
20170513,18,86657
20170513,19,42088
20170513,20,20519
20170513,21,9400
20170513,22,3997
20170513,23,1614
20170514,00,776
20170514,01,294
20170514,02,120
20170514,03,41
20170514,04,15
20170514,05,318
20170514,06,1970
20170514,07,14527
20170514,08,169402
20170514,09,414302
20170514,10,460907
20170514,11,361590
20170514,12,235381
20170514,13,158641
20170514,14,172202
20170514,15,237452
20170514,16,213575
20170514,17,139933
20170514,18,72784
20170514,19,36397
20170514,20,17321
20170514,21,8566
20170514,22,3473
20170514,23,1551
20170515,00,799
20170515,01,285
20170515,02,93
20170515,03,33
20170515,04,37
20170515,05,316
20170515,06,2908
20170515,07,16750
20170515,08,191811
20170515,09,432558
20170515,10,455719
20170515,11,363569
20170515,12,263473
20170515,13,175300
20170515,14,174689
20170515,15,219588
20170515,16,195365
20170515,17,132956
20170515,18,79646
20170515,19,39610
20170515,20,19061
20170515,21,8486
20170515,22,3610
20170515,23,1194
20170516,00,680
20170516,01,299
20170516,02,58
20170516,03,23
20170516,04,30
20170516,05,188
20170516,06,2170
20170516,07,15781
20170516,08,202273
20170516,09,462794
20170516,10,470065
20170516,11,352594
20170516,12,227609
20170516,13,148286
20170516,14,170623
20170516,15,223997
20170516,16,192110
20170516,17,125886
20170516,18,68469
20170516,19,32853
20170516,20,14989
20170516,21,6732
20170516,22,2756
20170516,23,1094
20170517,00,685
20170517,01,365
20170517,02,85
20170517,03,2
20170517,04,17
20170517,05,220
20170517,06,1883
20170517,07,14630
20170517,08,203290
20170517,09,477807
20170517,10,489720
20170517,11,366063
20170517,12,236013
20170517,13,149723
20170517,14,170083
20170517,15,229160
20170517,16,207404
20170517,17,139490
20170517,18,77917
20170517,19,36572
20170517,20,16580
20170517,21,7925
20170517,22,3122
20170517,23,1191
20170518,00,445
20170518,01,248
20170518,02,83
20170518,03,42
20170518,04,67
20170518,05,272
20170518,06,1852
20170518,07,13322
20170518,08,185440
20170518,09,472350
20170518,10,500487
20170518,11,388905
20170518,12,258671
20170518,13,159181
20170518,14,172045
20170518,15,236504
20170518,16,214271
20170518,17,152722
20170518,18,87484
20170518,19,41628
20170518,20,19027
20170518,21,8715
20170518,22,3137
20170518,23,1118
20170519,00,543
20170519,01,244
20170519,02,148
20170519,03,64
20170519,04,11
20170519,05,399
20170519,06,1768
20170519,07,12586
20170519,08,181990
20170519,09,468684
20170519,10,504005
20170519,11,390876
20170519,12,265998
20170519,13,166531
20170519,14,175818
20170519,15,236670
20170519,16,219203
20170519,17,154207
20170519,18,89432
20170519,19,41713
20170519,20,19624
20170519,21,8476
20170519,22,3946
20170519,23,1686
20170520,00,702
20170520,01,129
20170520,02,10
20170520,03,50
20170520,04,20
20170520,05,334
20170520,06,1966
20170520,07,13258
20170520,08,170115
20170520,09,445138
20170520,10,491075
20170520,11,387925
20170520,12,256430
20170520,13,164525
20170520,14,175488
20170520,15,240951
20170520,16,222476
20170520,17,146030
20170520,18,79259
20170520,19,37499
20170520,20,17309
20170520,21,7993
20170520,22,3889
20170520,23,1167
20170521,00,668
20170521,01,149
20170521,02,75
20170521,03,51
20170521,04,39
20170521,05,408
20170521,06,2400
20170521,07,15132
20170521,08,171588
20170521,09,426616
20170521,10,472671
20170521,11,367998
20170521,12,246530
20170521,13,160829
20170521,14,180124
20170521,15,242567
20170521,16,223864
20170521,17,144374
20170521,18,77818
20170521,19,36391
20170521,20,17884
20170521,21,8094
20170521,22,3720
20170521,23,1424
20170522,00,736
20170522,01,237
20170522,02,23
20170522,03,111
20170522,04,64
20170522,05,609
20170522,06,2666
20170522,07,16358
20170522,08,189752
20170522,09,451781
20170522,10,477668
20170522,11,378423
20170522,12,275788
20170522,13,182192
20170522,14,178903
20170522,15,224842
20170522,16,210778
20170522,17,155533
20170522,18,100041
20170522,19,50509
20170522,20,24991
20170522,21,12214
20170522,22,4892
20170522,23,1848
20170523,00,705
20170523,01,233
20170523,02,156
20170523,03,21
20170523,04,18
20170523,05,458
20170523,06,3079
20170523,07,13595
20170523,08,171387
20170523,09,454044
20170523,10,496908
20170523,11,391194
20170523,12,266316
20170523,13,170317
20170523,14,174123
20170523,15,233876
20170523,16,221530
20170523,17,161645
20170523,18,99244
20170523,19,51428
20170523,20,25608
20170523,21,11794
20170523,22,4917
20170523,23,1569
20170524,00,881
20170524,01,163
20170524,02,25
20170524,03,16
20170524,04,86
20170524,05,466
20170524,06,2509
20170524,07,13758
20170524,08,162738
20170524,09,434544
20170524,10,478813
20170524,11,398854
20170524,12,286697
20170524,13,187197
20170524,14,183833
20170524,15,247445
20170524,16,238757
20170524,17,179991
20170524,18,115110
20170524,19,59552
20170524,20,28202
20170524,21,13617
20170524,22,5985
20170524,23,1881
20170525,00,982
20170525,01,377
20170525,02,98
20170525,03,16
20170525,04,68
20170525,05,416
20170525,06,2539
20170525,07,13927
20170525,08,177863
20170525,09,468078
20170525,10,511931
20170525,11,409611
20170525,12,285072
20170525,13,176404
20170525,14,176048
20170525,15,239735
20170525,16,232272
20170525,17,170950
20170525,18,109616
20170525,19,55770
20170525,20,27576
20170525,21,13307
20170525,22,5751
20170525,23,2373
20170526,00,880
20170526,01,168
20170526,02,46
20170526,03,17
20170526,04,59
20170526,05,487
20170526,06,2999
20170526,07,14567
20170526,08,180898
20170526,09,472216
20170526,10,509097
20170526,11,397572
20170526,12,275622
20170526,13,172402
20170526,14,173938
20170526,15,241171
20170526,16,232678
20170526,17,163918
20170526,18,100956
20170526,19,51023
20170526,20,25443
20170526,21,10968
20170526,22,5053
20170526,23,1783
20170527,00,802
20170527,01,221
20170527,02,84
20170527,03,63
20170527,04,117
20170527,05,313
20170527,06,2466
20170527,07,14489
20170527,08,182126
20170527,09,471106
20170527,10,501518
20170527,11,395875
20170527,12,266118
20170527,13,167893
20170527,14,172252
20170527,15,231211
20170527,16,219387
20170527,17,154506
20170527,18,94441
20170527,19,47919
20170527,20,22954
20170527,21,11114
20170527,22,4512
20170527,23,1921
20170528,00,966
20170528,01,258
20170528,02,85
20170528,03,80
20170528,04,124
20170528,05,441
20170528,06,2527
20170528,07,15760
20170528,08,177585
20170528,09,442522
20170528,10,477138
20170528,11,372733
20170528,12,239960
20170528,13,152411
20170528,14,167332
20170528,15,224954
20170528,16,205106
20170528,17,133286
20170528,18,72397
20170528,19,34575
20170528,20,17397
20170528,21,7988
20170528,22,3552
20170528,23,1362
20170529,00,536
20170529,01,82
20170529,02,79
20170529,03,43
20170529,04,90
20170529,05,408
20170529,06,2398
20170529,07,18502
20170529,08,190641
20170529,09,424476
20170529,10,447203
20170529,11,337507
20170529,12,213148
20170529,13,140184
20170529,14,166921
20170529,15,209795
20170529,16,183290
20170529,17,113867
20170529,18,60814
20170529,19,30118
20170529,20,15009
20170529,21,7246
